"Name","LastKnownName","UEN","SocietyRegisteredAddress","RegisteredDate"
"Emmaus Evangelical Free Church","","T00SS0011J","18 ARUMUGAM ROAD, #03-01 ANTIOCH@MACPHERSON, Singapore 409962","2000-08-14"
"Empower Today","","T16SS0104E","80 MARINE PARADE ROAD, #19-09 PARKWAY PARADE, Singapore 449269","2016-06-01"
"En Community","","T02SS0168G","2 Kallang Ave, #06-14 CT Hub, Singapore 339407","2002-10-21"
"En Community Services Society","","T03SS0051L","2 Kallang Avenue, #06-14 C T Hub, Singapore 339407","2003-03-11"
"EnDe Life Management Society","","T16SS0085F","51 BUKIT BATOK CRESCENT, #06-32 UNITY CENTRE, Singapore 658077","2016-04-29"
"Endocrine and Metabolic Society of Singapore","","S71SS0056J","22 SIN MING LANE, #03-85 MIDVIEW CITY, Singapore 573969","1971-12-13"
"Endoscopic and Laparoscopic Surgeons of Asia Society (ELSAS)","","S92SS0064L","5 LOWER KENT RIDGE ROAD, NATIONAL UNIVERSITY HOSPITAL, Singapore 119074","1992-06-12"
"ENDOXOS","","T18SS0067J","15 KAKI BUKIT ROAD 4, #-01-32 BARTLEY BIZ CENTRE, Singapore 417808","2018-05-24"
"Energy Association of Singapore","","T16SS0184A","160 ROBINSON ROAD, #20-03 SINGAPORE BUSINESS FEDERATION CENTER, Singapore 068914","2016-10-13"
"Energy Carta","","T08SS0145F","8 PRINCE GEORGE'S PARK, NUS Enterprise Incubator, Singapore 118407","2008-07-26"
"Eng Choon Hway Kuan (Singapore)","Eng Choon Hway Kuan","R90SS0003D","105B Amoy Street, Singapore 069925","1890-09-03"
"Eng Chuan Kong Soh","","S37SS0004K","37 LORONG 23 GEYLANG, #04-03 YU LI INDUSTRIAL BUILDING, Singapore 388371","1937-10-15"
"Eng Ho Trading Association","Eng Ho Siong Bu Kong Kek","S10SS0001C","5 Teo Hong Road, Singapore 088323","1910-12-22"
"Eng Kong and Cheng Soon Residents' Network","","T22SS0140B","20 TOH YI DRIVE, BUKIT TIMAH COMMUNITY CLUB, Singapore 596569","2022-11-10"
"Eng Kong Christian Church","","S93SS0101L","134 Braddell Road  134-136, Braddell Road, Singapore 359919","1993-10-14"
"Eng Kong Park Association","Eng Kong Park House-Owners' And Residents' Society","S72SS0008C","85 Eng Kong Place, Singapore 599162","1972-03-16"
"Eng Teng Association","","S18SS0002F","101 UPPER CROSS STREET, #06-13 PEOPLE'S PARK CENTRE, Singapore 058357","1918-03-14"
"Eng Yong Tong Tay Si Association, Singapore, The","","S62SS0027C","86 Amoy Street, Singapore 069905","1962-01-08"
"Engineers Australia Singapore Chapter","Institution of Engineers, Australia- Singapore Group, The","S93SS0127H","100 VICTORIA STREET, #13-01/02 NATIONAL LIBRARY BUILDING, Singapore 188064","1993-11-06"
"Engineers Without Borders (Singapore)","","T13SS0214H","1 SUNVIEW ROAD, #06-17 ECO-TECH@SUNVIEW, Singapore 627615","2013-12-14"
"English Language and Literature Teachers Association (Singapore)","","T00SS0148J","8-B Fernhill Road, Singapore 259139","2000-08-07"
"English Rose Welfare Society","","T05SS0163J","172 Westwood Crescent, Singapore 648539","2005-05-19"
"Enjoy Church","Charis Christian Church","T04SS0136K","37 LORONG 23 GEYLANG, #05-01 YU LI INDUSTRIAL BUILDING, Singapore 388371","2004-06-28"
"Enjoyment Ville Club","","T06SS0170J","29A Sembawang Road, Singapore 779081","2006-06-05"
"ENNEAGRAM ASSOCIATION OF SINGAPORE","","T14SS0166F","10 ANSON ROAD, #26-04 INTERNATIONAL PLAZA, Singapore 079903","2014-10-29"
"Enterprise 50 Association","Enterprise 50 Club","S99SS0076K","261 WATERLOO STREET, #01-35 WATERLOO CENTRE, Singapore 180261","1999-04-27"
"Enterprise Singapore Society","IE Singapore Society","T01SS0028B","230 VICTORIA STREET, #10-00 BUGIS JUNCTION, Singapore 188024","2001-04-03"
"Entertainment Business Association (Singapore)","Orchard Towers Business Association","T21SS0026E","545 ORCHARD ROAD, #06-15 FAR EAST SHOPPING CENTRE, Singapore 238882","2021-02-08"
"Entrepreneur and Resource Network","","T03SS0111D","5 Jalan Masjid, #01-04 Kembangan Court, Singapore 418924","2003-06-19"
"Entrepreneurs' Organization (Singapore Chapter)","Young Entrepreneurs' Organization (Singapore Chapter)","S96SS0187J","531A UPPER CROSS STREET, #04-95 HONG LIM COMPLEX, Singapore 051531","1996-11-07"
"Entrepreneurs Toastmasters Club","","T05SS0227H","49 CANTONMENT ROAD, #02-00 , Singapore 089750","2005-08-29"
"Entrepreneurship Forum (Singapore)","Entrepreneurship Forum","S93SS0114D","149 ROCHOR ROAD, #04-06 FU LU SHOU COMPLEX, Singapore 188425","1993-10-08"
"Entrusting the Word","","T07SS0064B","37 JALAN PEMIMPIN, #2-8 MAPEX, Singapore 577177","2007-05-07"
"Environmental and Occupational Dermatology Society (EODS)","","S90SS0109H","1 Mandalay Road, National Skin Centre, Singapore 308205","1990-12-27"
"Environmental Aquatic Plant Association (Singapore)","","T14SS0087K","9 Jurong Town Hall Road, #02-34 iHUB, Singapore 609431","2014-06-03"
"Environmental Challenge Organisation (Singapore)","","T03SS0008B","10 Anson Road, #15-14 International Plaza, Singapore 079903","2003-01-07"
"Environmental Engineering Society of Singapore","Singapore Society of Environmental Engineers","S81SS0021F","2 BOON LAY DRIVE, #04-04 SUMMERDALE, Singapore 649925","1981-02-17"
"Environmental Forum for Communication of Singapore","","S93SS0033E","390 Kim Seng Road, c/o Times House , Singapore 239495","1993-09-21"
"Environmental Management Association of Singapore","Environmental Management Association (Singapore) (EMA)","S86SS0072H","1003 BUKIT MERAH CENTRAL, #06-28 , Singapore 159836","1986-08-06"
"Epilepsy Care Group (Singapore)","","S95SS0164F","3779 JALAN BUKIT MERAH, #02-03 BUKIT MERAH COMMUNITY HUB, Singapore 159462","1995-12-12"
"Epiphany, English and Drama Society","","T07SS0121G","42 NANYANG AVENUE, Nanyang Technological University c/o Student Affairs Office, Singapore 639815","2007-04-24"
"Epworth Community Services","MCYC Community Services Society","T08SS0123D","106 BUKIT BATOK CENTRAL, #01-217 , Singapore 650106","2008-06-06"
"Equatorial Curling Club","","S99SS0032F","32 Jalan Rajah, #11-02 Rajah Tower, Singapore 329141","1999-02-15"
"Equatorial Wind Cultural Association","","T19SS0093A","40 DAKOTA CRESCENT, #11-14 DAKOTA RESIDENCES, Singapore 399939","2019-05-07"
"Equestrian Federation of Singapore (E.F.S)","","S76SS0030D","100 Jalan Mashhor, Singapore 299177","1976-05-04"
"Er Woo Amateur Musical and Dramatic Association","","S62SS0022A","19A/B Smith Street, Singapore 058933","1962-02-16"
"Erhu Society (Singapore)","","S95SS0162C","19 BEDOK RESERVOIR VIEW, #11-04 AQUARIUS BY THE PARK, Singapore 478935","1995-11-01"
"ERIN KNIGHT MASONS NO.113","ERIN KNIGHT MASONS No. 118","T21SS0070K","23A COLEMAN STREET, MASONIC HALL, Singapore 179806","2021-04-27"
"EROVRA CLUB ","","T17SS0134C","83 FLORA DRIVE, #3-39 HEDGES PARK CONDOMINIUM, Singapore 506887","2017-07-30"
"ESO SYMPHONY","Elite Symphoniker Orchestra","T11SS0189L","2  Sembawang Walk, #01-16  , Singapore 757616","2011-10-14"
"Esparina Residents' Network","","T23SS0117H","2 SENGKANG SQUARE, #01-01 SENGKANG COMMUNITY HUB, Singapore 545025","2023-10-26"
"Esparis Residents' Network","","T19SS0149J","1 PASIR RIS DRIVE 4, PASIR RIS EAST COMMUNITY CLUB, Singapore 519457","2019-07-23"
"Espesyal Pinoy (Singapore)","","T13SS0182E","11 ROSEWOOD DRIVE, #16-21 Rosewood Tower 11, Singapore 737939","2013-11-03"
"Esports Federation Singapore","","T20SS0061G","280 RIVER VALLEY ROAD, Singapore 238321","2020-04-18"
"ESSEC ALUMNI (SINGAPORE)","","T13SS0099B","5 NEPAL PARK, Singapore 139408","2013-06-01"
"ETCeteras, The","","S96SS0052A","3 Delta Avenue, #10-34 , Singapore 160003","1996-04-04"
"Eternal Life Assembly","","S88SS0038G","170 Upper Bukit Timah Road, #09-03 Bukit Timah Shopping Centre, Singapore 588179","1988-08-26"
"Eternal Life Baptist Church","Eternal Life Baptist Church Of Singapore","S67SS0009K","28-A Kim Keat Road, Singapore 328808","1967-04-28"
"ETH Alumni Singapore Chapter","","T11SS0013J","1 CREATE Way, #06-01 CREATE Tower, Singapore 138602","2011-01-26"
"Eton House Parents-School Association","","S99SS0025L","51 Broadrick Road, Singapore 439501","1999-02-18"
"EU-ASEAN Business Council","","T14SS0055C","52 BOAT QUAY, #04-01 BOAT QUAY CONSERVATION AREA, Singapore 049841","2014-04-08"
"Eunos Citizens' Consultative Committee","","S86SS0036E","180 Bedok Reservoir Road, Singapore 479220","1986-01-20"
"Eunos Court Residents' Committee","","T11SS0075J","10 JALAN UBI, KAMPONG UBI COMMUNITY CENTRE, Singapore 409075","2011-05-05"
"Eunos Crescent Block 4A Market Association","","T11SS0076E","6 EUNOS CRESCENT, #01-2641 , Singapore 400006","2011-05-06"
"Eunos Crescent Football Club","City Limit Football Club","S75SS0035A","865 MOUNTBATTEN ROAD, #02-58 KATONG SHOPPING CENTRE, Singapore 437844","1975-05-16"
"Eunos Crescent Residents' Network","Eunos Crescent Residents' Committee","S80SS0222A","1 ENGKU AMAN TURN, #01-01 WISMA GEYLANG SERAI, Singapore 408528","1980-11-13"
"Eunos Residents' Network","","T18SS0187K","180 BEDOK RESERVOIR ROAD, EUNOS COMMUNITY CLUB, Singapore 479220","2018-12-19"
"Eunos Village Residents' Network","Eunos Village Residents' Committee","S81SS0090A","40 Jalan Ubi, Singapore 409073","1981-08-11"
"Eunos Zone 1 Residents' Network","Eunos Zone `1' Residents' Committee","S84SS0116J","180 Bedok Reservoir Road, Singapore 479220","1984-09-14"
"Eunos Zone 2 Residents' Network","Eunos Zone '2' Residents' Network ","S82SS0092J","180 Bedok Reservoir Road, Singapore 479220","1982-11-11"
"Eunos Zone 3 Residents' Network","Eunos Zone '3' Residents' Network ","S83SS0085H","180 Bedok Reservoir Road, Singapore 479220","1983-11-11"
"Eunos Zone 5 Residents' Network","Eunos Zone `5' Residents' Committee","S95SS0123A","180 Bedok Reservoir Road, Singapore 479220","1995-04-17"
"Eunos Zone 6 Residents' Network","Eunos Zone `6' Residents' Committee","S96SS0153K","180 Bedok Reservoir Road, Singapore 479220","1996-07-09"
"Eunos Zone 7 Residents' Network","Eunos Zone `7' Residents' Committee","S89SS0117H","180 Bedok Reservoir Road, Singapore 479220","1989-11-08"
"Eunos Zone 8 Residents' Network ","Eunos Zone `8' Residents' Committee","S89SS0118D","180 Bedok Reservoir Road, Singapore 479220","1989-11-08"
"EUNOS ZONE 9 RESIDENTS' NETWORK","Eunos Zone 9 Residents' Committee","T16SS0142L","180 Bedok Reservoir Road, Singapore 489220","2016-08-11"
"Eunosville Residents' Committee","Kampong Ubi Eunosville Residents' Committee","S87SS0070K","40 Jalan Ubi, Singapore 409073","1987-01-21"
"Eunosville Residents' Network","","T21SS0173L","278 MARINE PARADE ROAD, MARINE PARADE COMMUNITY BUILDING, Singapore 449282","2021-11-10"
"Eurasian Association, The","","S64SS0001E","139 Ceylon Road, Singapore 429744","1964-01-15"
"European Chamber of Commerce (Singapore)","European Business Association","S91SS0085A","138 ROBINSON ROAD, #11-04 OXLEY TOWER, Singapore 068906","1991-10-18"
"Evangel Baptist Church","","S78SS0019A","540 SIMS AVENUE, #04-01 SIMS AVENUE CENTRE, Singapore 387603","1978-01-10"
"Evangel Bible-Presbyterian Church","","T09SS0023G","18 BOON LAY WAY, #02-97 TRADEHUB 21, Singapore 609966","2009-01-29"
"Evangelical Fellowship (Singapore)","","T02SS0013L","301 Upper East Coast Road, Singapore 466439","2002-03-12"
"Evangelical Free Church of Singapore, The,","Evangelical Free Church Of Malaysia & Singapore","S61SS0157D","2 KALLANG AVENUE, #10-26 CT HUB, Singapore 339407","1961-08-02"
"EVANGELICAL GRACE FELLOWSHIP ","Eden Garden Fellowship","T26SS0043H","65 UBI CRESCENT, #03-08 HOLA CENTRE, Singapore 408559","2026-03-05"
"Evangelism Equipping Mission (Singapore)","","S90SS0008K","16 NEWTON ROAD, #02-208 NEWTON LIFE CHURCH, Singapore 307995","1990-06-13"
"Everbright Body Builders' Association","","S66SS0047L","20 Prinsep Street, Singapore 188647","1966-08-31"
"EVERCARE WELFARE CENTRE","","T06SS0304F","59J JALAN MALU-MALU, Singapore 769674","2006-11-21"
"Everest Sports Club","","T02SS0056H","8 Bedok Reservoir View, #07-23 , Singapore 479235","2002-03-25"
"Evergreen Chinese Arts Society","","T06SS0022G","23 Genting Road, #03-06 Chevalier House, Singapore 349481","2006-01-24"
"Evergreen Christian Center","","T09SS0212K","170 UPPER BUKIT TIMAH ROAD Evergreen Christian Center, #18-02 BUKIT TIMAH SHOPPING CENTRE, Singapore 588179","2009-10-06"
"Evergreen Lawn Bowls Club","","T04SS0134G","60 PAYA LEBAR ROAD, #06-28 PAYA LEBAR SQUARE, Singapore 409051","2004-07-16"
"Evergreen Sports & Recreation Club","","S90SS0035D","2022 BUKIT BATOK STREET 23, #02-134 , Singapore 659527","1990-04-11"
"Everspring Residents' Network","","T20SS0005E","413 YISHUN RING ROAD, #01-1887 HDB-YISHUN, Singapore 760413","2020-01-07"
"Everton Supporters Club (Singapore)","","S98SS0098G","16 West Coast Green, Singapore 127902","1998-08-22"
"Every Nation Church (Singapore)","Morning Star Church","S96SS0064J","2 KALLANG AVENUE, #10-14 CT HUB BUILDING, Singapore 339407","1996-03-05"
"Every Stray Matters","","T25SS0124B","88 EDGEDALE PLAINS, #01-19 THE TERRACE, Singapore 828684","2025-08-07"
"EVOKX","","T11SS0084G","738 BEDOK RESERVOIR ROAD, #15-37 WATERFRONT ISLE, Singapore 479265","2011-04-29"
"EXALTED PATH OF TRUE DHARMA BUDDHIST INTERNATIONAL ASSOCIATION","","T25SS0141B","66 FLORISSA PARK, FLORISSA PARK, Singapore 789649","2025-08-21"
"Exercise and Sports Science Singapore","","T23SS0059G","79 ANSON ROAD, #21-01  , Singapore 079906","2023-04-25"
"Ex-International Football Association of Singapore","","T21SS0027A","17 DEFU LANE 10, #01-354 DEFU INDUSTRIAL ESTATE, Singapore 539198","2021-02-09"
"ExotiCars Club","","T09SS0154J","6 TEMASEK BOULEVARD, #38-02 SUNTEC TOWER FOUR, Singapore 038986","2009-08-06"
"Experimental Arts Theatre","","T14SS0147C","8 KAKI BUKIT AVENUE 4, #05-06 PREMIER @ KAKI BUKIT, Singapore 415875","2014-09-10"
"Express & Excursion Bus Association","Express Bus Agencies Association","T03SS0145C","28 SIN MING LANE, #04-131 MIDVIEW CITY, Singapore 573972","2003-10-09"
"Extreme Outdoor Sports (EOS) Society","","T07SS0154K","9004 Tampines Street 93, #01-104 , Singapore 528838","2007-06-05"
"ExxonMobil Singapore Recreation Club","Esso Singapore Recreation Club","S76SS0052F","1 Harbour Front Place, #06-00 Harbour Front tower One, Singapore 098633","1976-08-04"
"Eye e City","","T06SS0276J","112 BUKIT BATOK WEST AVENUE 6, #01-154 , Singapore 650112","2006-11-03"
"Eyelash Association of Singapore","","T18SS0083B","82 PLAYFAIR ROAD, #04-01 D' LITHIUM, Singapore 368001","2018-06-24"
"F-17 Football Club","","T14SS0010C","1 TAMPINES STREET 92, #01-13 SAFRA TAMPINES CLUBHOUSE, Singapore 528882","2014-01-17"
"Fa Hua Monastery","","T05SS0005B","381 Upper Paya Lebar Road, Singapore 534974","2005-01-04"
"FA SHENG DIAN","","T05SS0246L","1 LORONG 33 GEYLANG, Singapore 387972","2005-12-22"
"Fa Yin Dian Association","","T06SS0005G","2 Hindhede Road, Singapore 589239","2006-01-03"
"Fa Yun Wui Kwun","","S19SS0002L","15 Ann Siang Hill, Singapore 069695","1919-12-11"
"FA ZHU GONG","","T22SS0047E","701 GEYLANG ROAD, #04-03 TEAMBUILD CENTRE, Singapore 389687","2022-04-03"
"Faber Hills Residents' Network","","T26SS0031L","220 CLEMENTI AVENUE 4, CLEMENTI COMMUNITY CENTRE, Singapore 129880","2026-02-12"
"Facial Plastic, Aesthetic and Cosmetic Surgery Society (Singapore)","","T13SS0069J","36 NAMLY PLACE, Singapore 267180","2013-04-25"
"Fairfield Methodist Schools Alumni Association, The","Fairfield Methodist School Alumni Association","S63SS0021K","102 DOVER ROAD, FAIRFIELD METHODIST SCHOOL (SECONDARY), Singapore 139649","1963-09-26"
"Faith Antioch Hub","City Gate Church","T05SS0248C","25 HARPER ROAD, #02-01 HARPER POINT, Singapore 369683","2005-11-26"
"Faith Assembly of God Church","","S64SS0017H","1-A Kim Keat Road, Singapore 328803","1964-04-22"
"Faith Bible-Presbyterian Church","","S86SS0053E","3 & 5 Tavistock Avenue, Singapore 555108","1986-11-17"
"Faith Church (Singapore)","FAITH BIBLE CHURCH SINGAPORE","S97SS0159B","21 WEST COAST CRESCENT, #19-04 BLUE HORIZON, Singapore 128045","1997-10-14"
"Faith Community Baptist Church","","S87SS0046D","12 TAI SENG STREET, #04-01A LUXASIA BUILDING, Singapore 534118","1987-04-18"
"Faith Fellowship International","","T14SS0129G","18 VERDUN ROAD, #03-00 CRU CENTRE, Singapore 207280","2014-08-07"
"FAITH MINISTRIES","","T06SS0220H","150 BEACH ROAD, #32-00 GATEWAY WEST, Singapore 189720","2006-11-10"
"Faith Sanctuary","","S93SS0116G","2024 BUKIT BATOK STREET 23, #03-28 BUKIT BATOK INDUSTRIAL ESTATE PARK A, Singapore 659529","1993-12-20"
"Faith, Hope and Love Service","","T06SS0094A","65/67 Woodsville Close, Singapore 357794","2006-05-25"
"Faith@Work Fellowship","","T08SS0188C","9 KALIDASA AVENUE, TEACHER'S HOUSING ESTATE, Singapore 789389","2008-10-16"
"FaithActs","","T04SS0050J","50 COMMONWEALTH DRIVE, #01-506 , Singapore 142050","2004-02-06"
"FaithHub","","T05SS0010E","7A PASIR RIS DRIVE 4, #10-09 THE ESPARIS, Singapore 519460","2005-02-03"
"Fajar Shopping Centre & Market Merchants' Association","","T00SS0156L","445 Fajar Road, #01-526 , Singapore 670445","2000-10-02"
"Falcon Football Club","","T01SS0097H","307 Tanjong Katong Road, Singapore 437090","2001-06-04"
"Falcons (Singapore) Running Club","","T26SS0038E","23 PHOENIX RISE, HUA MEI GARDENS, Singapore 668225","2026-02-26"
"Falcons Basketball Club","","T15SS0101A","15 HOE CHIANG ROAD, #19-01 , Singapore 089316","2015-06-23"
"Falcons Cricket Club","","T13SS0202L","222 DEPOT ROAD, #02-81 THE INTERLACE, Singapore 109705","2013-12-04"
"Falun Buddha Society (Singapore)","","S96SS0152C","75A GEYLANG ROAD, Singapore 389196","1996-07-19"
"Families of SilkAir MI185 Association","","S99SS0101H","10 Seraya Lane, #03-01 Seraya Court, Singapore 437277","1999-07-14"
"family education association","","T25SS0148G","101 UPPER CROSS STREET, #04-17 PEOPLE'S PARK CENTRE, Singapore 058357","2025-09-11"
"Family Enrichment Society","","S98SS0035L","1 Scotts Road, #21-14 Shaw Centre, Singapore 228208","1998-04-03"
"Family Nation Network (Association)","","T21SS0124D","165 BUKIT MERAH CENTRAL, #05-3667 HDB-BUKIT MERAH, Singapore 150165","2021-07-08"
"Family of Grace Evangelical Free Church","","T07SS0225D","11 Woodlands Close, #07-03 Woodlands 11, Singapore 737853","2007-12-11"
"Fan Tian Dao Arts & Cultural Centre","","T25SS0014F","190 MIDDLE ROAD, #03-11 FORTUNE CENTRE, Singapore 188979","2025-02-13"
"Fannatic Fann Club","","T00SS0073J","6 YUNNAN WALK 1, Singapore 638137","2000-04-18"
"Fantree Club","Diethelm Staff Sports And Recreation Club","S76SS0013D","24 PENJURU ROAD, #03-02 CWT Commodity Hub, Singapore 609128","1976-02-09"
"Far Kor Sun Monkey God Temple","","S79SS0009A","56-E Marne Road, Singapore 0820","1979-05-29"
"Farah Club (Singapore)","","S86SS0098E","22 Leonie Hill Road, #15-01 , Singapore 239195","1986-11-11"
"FARM","","T06SS0071C","213A SELEGIE ROAD, Singapore 188336","2006-04-21"
"Farrer Gardens Residents' Committee","Ulu Pandan Zone 'C' Residents' Committee","S80SS0194D","170 Ghim Moh Road, Singapore 279621","1980-09-03"
"Farrer Park Residents' Network","Moulmein Farrer Park Residents' Committee","T04SS0175A","13 FARRER PARK ROAD, #01-29 FARRER PARK VIEW, Singapore 210013","2004-06-22"
"Farrer Road Market and Shops Merchants Association","","S94SS0058L","8 Empress Road, #01-11 , Singapore 260008","1994-04-08"
"Farrer-Leedon Residents' Network","","T23SS0050K","36 HOLLAND DRIVE, #01-01 BUONA VISTA COMMUNITY CLUB COMPLEX, Singapore 270036","2023-04-07"
"Fashion Designers Society","","S91SS0030G","111 Middle Road, #03-10 , Singapore 188969","1991-09-23"
"Faxi Zen Centre (Singapore)","","T03SS0177K","1078 SERANGOON ROAD, Singapore 328181","2003-11-24"
"FC ASSEMBLAGE","FORT CANNING ASSEMBLAGE","T12SS0107F","23A COLEMAN STREET, MASONIC HALL, Singapore 179806","2012-06-13"
